"url","New column","Time","Location","Category"
"http://www.accupass.com/event/register/1606231645491500658041","一個發行170個國家，改變無數人的遊戲 【現金流遊戲】","2016-06-30(Thu) 19:00 ~ 2016-06-30(Thu) 22:00 (GMT+8)","中正紀念堂二號出口","Education"
"http://www.accupass.com/go/foodiestudies2016062","【精釀啤酒暑修班】好啤氣・夏酒菜-啤酒頭節氣啤酒x毛奇時令小食","2016-06-25(Sat) 14:00 ~ 2016-06-25(Sat) 16:00 (GMT+8)","台北市大安區新生南路二段2號6樓; 食物課臉書活動頁","Food"
"http://www.accupass.com/event/register/1605120906059693383380","天地人學堂：股票投資技術實戰訓練坊 (第二期)","2016-06-24(Fri) 19:30 ~ 2016-06-24(Fri) 21:30 (GMT+8)","台北市中正區齊東街74號（天地人文創）; 天地人文創","Education"
"http://www.accupass.com/event/register/1605281252491616251423","糖霜餅乾DIY---【主題課】蕾絲糖餅乾","2016-06-25(Sat) 10:00 ~ 2016-06-25(Sat) 15:00 (GMT+8)","台北市中山區松江路235巷7號; 餅乾趣粉絲頁","Food"
"http://www.accupass.com/go/worlddancestudio0630","開心玩~樂~學~桌遊Nolimit!!!","2016-06-30(Thu) 18:30 ~ 2016-06-30(Thu) 21:30 (GMT+8)","台北市吉林路399號B1; 有任何問題都可以連絡粉絲團唷~感謝!!!","Entertainment"
"http://www.accupass.com/go/worlddancestudio0623","開心玩~樂~學~桌遊Nolimit!!!","2016-06-23(Thu) 18:30 ~ 2016-06-23(Thu) 21:30 (GMT+8)","台北市吉林路399號B1; 有任何問題都可以連絡粉絲團唷~感謝!!!","Entertainment"
