address,category,date,title
台北市復興北路99號,Learning,2016/12/13 19:00,【免費】公益財商講座 - 2016年最後一場補腦講座
台北市內湖區洲子街196號,Learning,2016/12/13 14:00,工作坊：為您的公司建立網站和電子信箱 12/13(提供晚上課程)
台北市內湖區洲子街196號,Learning,2016/12/14 09:00,工作坊：為您的公司建立網站和電子信箱 12/14
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/13 19:00,免費講座-為什麼你該學數位媒體設計？
台北市忠孝東路三段248巷65號,Learning,2016/12/13 19:30,PHP 也有 Day #30 - 使用 Slim 為 Legacy Code 重構
台北市中正區徐州路2號,Learning,2016/12/14 09:30,2016台灣成長駭客年會
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/14 19:00,免費講座-設計追夢！「90後」勇闖三大洲！
臺北市信義區松仁路9號,Learning,2016/12/14 13:30,【財務長菁英論壇－談管理，看趨勢！】第一場 談管理
台北市延平南路127號,Learning,2016/12/03 10:00,麥覺明導演的第一部生態電影-黑熊來了
台北市中山區中山北路三段40號,Learning,2016/11/30 18:30,大學時就該知道的 Git 版本控制 (2)
台北市信義區信義路五段122號,Learning,2016/11/30 18:40,企研研討餐會：傾聽與談話的藝術
台北市松德路65號,Learning,2016/12/01 18:30,[上進系列] 給網頁視覺設計師的JS課程
台北市光復北路103巷38號,Learning,2016/11/27 19:00,愛情業障重：情路在走，承諾要有？
台北市內湖區洲子街196號,Learning,2016/12/13 18:30,工作坊：為您的公司建立網站和電子信箱 11/30
台北市松山區八德路三段12巷16弄3號,Learning,2016/11/27 14:00,Code for America Summit 分享會
台北市大安區基隆路四段43號,Learning,2016/12/31 00:20,TDOH - PIPE 資訊安全讀書會 | 201611
台北市信義區松高路18號,Learning,2016/12/04 12:00,來跳舞吧｜veryWed非常婚禮學堂2016
台北市菸廠路88號,Learning,2016/12/04 14:00,【富邦講堂】《影音傳播時代───重新定義黃金時段》邱瀅憓
台北市大安區羅斯福路四段1號,Learning,2016/12/04 17:00,GDG Taipei #31: GDG DevFest Taipei 2016
台北市大安區基隆路四段43號,Learning,2016/11/27 13:00,TDOH-PIPE 資安交流活動 | 201611
台北市忠孝東路四段148號,Learning,2016/12/03 10:00,✈✈✈美國移民說明會✈✈✈
台北市士林區中山北路四段16號 (救國團劍潭海外青年活動中心312教室) / 台北市士林區中山北路四段16號,Learning,2016/12/03 09:00,商國志 BUSINESS SIMULATION 商業營運實戰演練(台北場)
台北市士林區中山北路四段16號 (救國團劍潭海外青年活動中心312教室) / 台北市士林區中山北路四段16號,Learning,2016/12/31 10:00,商國志 BUSINESS SIMULATION 商業營運實戰演練(台北場)
台北市內湖區洲子街196號,Learning,2016/11/29 19:00,工作坊：為您的公司建立網站和電子信箱 11/29(提供晚上課程)
台北市大安區光復南路102號,Learning,2016/11/29 19:30,Golang Taipei Gathering #18
台北市中正區博愛路52號,Learning,2016/12/28 10:00,不費力的發聲技巧～小蛙老師的輕鬆說話課
台北市復興北路99號14F / 台北市復興北路99號,Learning,2016/11/30 19:00,免費講座－如何讓專案管理充滿效率? 讓主管、客戶滿意度90%以上!
"台北市大安區 / 台北市大安區信義路三段147巷11弄6-1號(近捷運大安站,淡水信義線1號",Learning,2016/11/30 19:00,大數據應用_主題沙龍 : 11/30(三)_ Robot的發展與趨勢
台北市和平東路一段162號,Learning,2016/12/31 10:00,抓住眼球設計力
台北市信義區菸廠路 88 號 6 樓 / 台北市信義區菸廠路88號,Learning,2016/12/01 09:00,台灣駭客年會 HITCON 2016 Pacific
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/01 14:00,設計門外漢的留學準備方案！
台北市中山區中山北路二段26巷10-1號,Learning,2016/12/03 14:00,職場情緒任意通【免費講座】
台北市信義區菸廠路88號14樓 / 台北市信義區菸廠路88號,Learning,2016/12/16 14:00,台灣駭客年會 HITCON CTF 2016  導覽活動
台北市民權西路20號,Learning,2016/11/26 14:00,有美家-財商體驗營NO.2
台北市大同區承德路三段232號,Learning,2016/11/26 14:00,【讀書會】《好人總是自以為是》——人異於禽獸者幾希
台北市大同區太原路97巷13號,Learning,2016/11/25 19:00,字戀小聚 Pro#34：哪個字體才對？為什麼設計師想的可能與你不同
台北市中正區南陽街13號,Learning,2016/11/26 14:00,免費講座-打動人心！用產品設計改變全世界
台北市中正區北平東路 30-2 號,Learning,2016/11/25 19:00,還能再愛嗎？：親愛的，和自己和解吧
台北市忠孝東路三段248巷65號,Learning,2016/11/22 19:30,PHP 也有 Day #29 - 讓機器為你選出一台 CP 值最高的手機
台北市大安區敦化南路二段2號,Learning,2016/11/19 14:00,TWJUG 2016 十一月份聚會
台北市信義區信義路五段5號,Learning,2016/11/20 14:00,Zenvolution 玩美體驗會【台北】全新Zen系列產品
台北市中正區八德路一段 94 號,Learning,2016/11/19 19:00,黑魔法防禦術1-4 - 主機防禦實務
台北市忠孝東路四段148號,Learning,2016/11/19 14:00,出國 留學說明會
台北市中山區松江路350號,Learning,2016/11/22 13:00,掌握氛圍 致勝成交：讓業務成為禮物的一對一銷售攻略(台北5班)
台北市內湖區洲子街196號,Learning,2016/11/22 14:00,工作坊：為您的公司建立網站和電子信箱 11/22(提供晚上課程)
臺北市大安區新生南路三段30號,Learning,2016/11/20 18:30,真的在乎你講座(台北場)
台北市復興北路99號14F (南京復興捷運站) /  台北市復興北路99號,Learning,2016/11/22 19:00,專案經理人講堂：PMP國際管理力
台北市中山區南京東路一段16號,Learning,2016/11/21 14:00,身心靈滋養班
台北市內湖區洲子街196號,Learning,2016/11/23 09:00,工作坊：為您的公司建立網站和電子信箱 11/23
台北市大安區光復南路 102 號 14F） / 台北市大安區光復南路 102 號,Learning,2016/11/23 18:00,進擊的日本創業生態圈
台北市忠孝東路3段197號,Learning,2016/11/23 19:00,【好學講座#30】超越不可能的力量(李爸)
台北市民權西路20號,Learning,2016/11/20 14:00,有美家說書會NO.50
台北市內湖區洲子街196號,Learning,2016/11/24 09:00,工作坊：為您的公司建立網站和電子信箱 11/24
台北市中山區中山北路三段40號,Learning,2016/11/23 18:30,大學時就該知道的 Git 版本控制 (1)
台北市中正區重慶南路一段143號4樓 (台北車站捷運站) / 台北市中正區重慶南路一段143號,Learning,2016/11/24 19:00,免費講座-如何2個月馬上成為物聯網新貴的重要秘訣！
臺北市大安區安和路二段211號,Learning,2016/11/24 19:15,Motif Space【風格繆思】Yutopia李瑜：時尚產業觀察鏡─解密時裝週
台北市中正區八德路一段94號,Learning,2016/11/17 19:00,ReactNative 仰望星空工作坊 Run5
台北市貴陽街一段56號,Learning,2016/11/17 19:00,東吳大學EMBA高階經營碩士在職專班106學年度招生說明會
台北市萬華區武昌街二段122-1號,Learning,2016/11/17 19:00,Wikiwomen Taiwan「薇姬的房間」十一月第21次聚會
台北市內湖區洲子街196號,Learning,2016/11/10 11:00,工作坊：為您的公司建立網站和電子信箱 11/10
台北市重慶南路一段66號9樓  / 台北市重慶南路一段66號,Learning,2016/11/10 19:00,初心者。好想畫繪本
台北市建國南路二段231號,Learning,2016/11/10 18:10,【尋找神秘客 | 免費來上課】精選課程三選一：美食料理、投資理財、貼圖設計
台北市民權西路20號,Learning,2016/11/06 14:00,有美家聊影吧NO.14
台北市民權西路20號,Learning,2016/11/06 16:40,有美家-神奇的經絡刮痧NO.89
台北市菸廠路88號,Learning,2016/11/05 14:00,【富邦講堂】非城非鄉：台灣的建築思考／黃聲遠
台北市大安區羅斯福路三段325號,Learning,2016/11/09 19:00,關係療癒：擁抱親密關係【免費講座】
台北市內湖區洲子街196號,Learning,2016/11/09 14:00,工作坊：為您的公司建立網站和電子信箱 11/09
台北市館前路8號,Learning,2016/11/30 22:00,小花1069心理學小辭典讀書會之二~台北場
台北市內湖區洲子街196號,Learning,2016/11/08 14:00,工作坊：為您的公司建立網站和電子信箱 11/08(提供晚上課程)
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/11/11 19:00,微電影後製特效講座
台北市士林區臨溪路70號,Learning,2016/11/19 09:00,2016應用心理學與實務研討會─「神經回饋訓練」工作坊
台北市中正區館前路49 號,Learning,2016/11/19 09:30,12原型實作引導工作坊
台北市南京東路二段137號14樓 / 台北市南京東路二段137號,Learning,2016/11/12 13:30,台北［贏在借力成功學］
台北市信義區忠孝東路五段293號,Learning,2016/11/12 11:00,11/12 第十八次萌典松 moed18ct
台北市南京東路二段137號14樓 / 台北市南京東路二段137號,Learning,2016/11/12 13:30,台北［贏在借力成功學］
台北市內湖區洲子街196號,Learning,2016/11/16 09:00,工作坊：為您的公司建立網站和電子信箱 11/16
台北市中正區南陽街13號3樓 / 台北市中正區南陽街13號,Learning,2016/11/13 14:00,免費講座-PhotoShop靈感技法計畫
台北市大安區忠孝東路四段107號,Learning,2016/11/16 18:30,免費講座-打動人心！用產品設計改變全世界
台北市中山區松江路350號,Learning,2016/11/16 13:30,保險業務員專屬顧問式增員法(台北4班)
台北市內湖區洲子街196號,Learning,2016/11/15 14:00,工作坊：為您的公司建立網站和電子信箱 11/15(提供晚上課程)
台北市大安區羅斯福路三段325號,Learning,2016/12/14 21:00,財富療癒：創造豐盛能量【免費講座】
台北市中山北路2段39巷3號,Learning,2016/11/18 19:00,解密數據寶藏--從海量到精確  台北場
台北市菸廠路88號,Learning,2016/11/16 19:30,【富邦講堂．設計系列】《非典型專業：未來策展新浪潮》
台北市內湖區洲子街196號,Learning,2016/11/17 09:00,工作坊：為您的公司建立網站和電子信箱 11/17
台北市中山區南京東路二段160號6樓   捷運：松江南京站 5號,Learning,2016/10/27 19:00,免費講座-網路行銷大師教你，搞懂網路社群行銷(台北)
台北市中正區八德路一段94號,Learning,2016/10/27 18:30,ReactNative 仰望星空工作坊 Run4
台北市館前路49 號,Learning,2016/10/27 19:10,12個故事角色形象 打造有型品牌 進階篇(10/27台北)
台北市中正區重慶南路一段143號,Learning,2016/10/27 19:00,【免費講座】2016全新課程 物聯網MCU韌體設計
台北市中山區中山北路一段126巷12-1號,Learning,2016/10/26 19:30,QuizFun考尚樂 - 多益分數進步200分的秘密
台北市大安區新生南路三段30號,Learning,2016/10/25 09:30,《升級你的壽險事業》張雲翔Ｘ陳彥宏　首度公開的保險業務即戰力(台北場)
台北市大安區光復南路 102 號 14F） / 台北市大安區光復南路 102 號,Learning,2016/10/26 18:30,前進矽谷，請你跟我這樣做！人才、資金與人脈，登入國際市場教戰守則
台北市重慶南路一段66-1號10樓 / 台北市重慶南路一段66-1號,Learning,2016/10/26 14:00,【設計留學】教戰手冊
台北市內湖區洲子街196號,Learning,2016/10/25 14:00,工作坊：為您的公司建立網站和電子信箱 10/25
台北市士林區臨溪路70號,Learning,2016/10/29 09:00,2016應用心理學與實務研討會─組織諮詢 Life coach 論壇 : 心理學與人資整合取向
台北市復興北路99號14F / 台北市復興北路99號,Learning,2016/10/24 19:00,免費講座－如何讓專案管理充滿效率? 讓主管、客戶滿意度90%以上!
台北市大安區光復南路102號,Learning,2016/10/26 19:30,Golang Taipei Gathering #17
台北市民權西路20號,Learning,2016/10/22 14:00,有美家-財商體驗營NO.1
台北市大安區基隆路四段43號,Learning,2016/10/29 09:00,TDOH - PIPE 資訊安全讀書會 | 201610 (兼說明會)
台北市信義區菸廠路88號,Learning,2016/10/30 18:00,3rd  Immuno-Oncology Academy
台北市中正區公園路30號3F /  台北市中正區公園路30號,Learning,2016/10/22 17:00,進入高薪_JAVA企業產訓人才培養計劃研討會
台北市大安區基隆路四段43號,Learning,2016/10/29 13:00,TDOH-PIPE 資安交流活動 | 201610
台北市中正區八德路一段 94 號,Learning,2016/10/22 18:30,黑魔法防禦術1-3 - 網路架構基礎
台北市士林區臨溪路70號,Learning,2016/10/23 14:00,FinTech趨勢和台灣的未來發展研討會
台北市復興北路99號14F (南京東路捷運站) / 台北市復興北路99號,Learning,2016/11/08 16:20,多媒體講座：左右腦設計大革命
臺北市藝文推廣處藝文大樓4F會議室  (台視斜對面 • 原社教館） / 台北市八德路三段25號,Learning,2016/10/23 14:00,與易經面對面
台北市松山區復興北路99號15F（奔亞會議中心） / 105 台北市松山區復興北路99號,Learning,2016/10/26 09:00,產品經理實務研討 – 在產品設計背後的思維
台北市內湖區洲子街196號,Learning,2016/11/03 09:00,工作坊：為您的公司建立網站和電子信箱 11/03
台北市中正區博愛路52號,Learning,2016/11/03 19:00,[2016.11.03 開課！] 《學「問」～高難度對話的望聞問切》~第8期
台北市中山區中山北路二段26巷10-1號,Learning,2016/10/27 19:00,關係療癒：擁抱親密關係【免費講座】
台北市內湖區洲子街196號,Learning,2016/12/22 13:30,工作坊：為您的公司建立網站和電子信箱 10/27
臺北市中正區重慶南路一段143號,Learning,2016/10/27 19:00,【免費講座】最新嵌入式Linux開發實務班
台北市大安區忠孝東路四段107號,Learning,2016/10/27 18:30,免費講座-打動人心！用產品設計改變全世界
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/10/27 19:00,入門創作人！學會編曲流程
臺北市中正區重慶南路一段143號,Learning,2016/10/27 19:00,[105年政府補助最後一梯]物聯網IoT應用培訓說明會
台北市大安區信義路四段30巷23號,Learning,2016/10/29 14:00,【富藝旅藝術家工作坊】Playing with Aki Smile
台北市中正區八德路一段 94 號,Learning,2016/10/29 15:30,Mozilla Festival 遠距聯播派對
台北市南港區研究院路二段 128 號,Learning,2016/10/30 09:00,台灣資料科學年會之系列活動 - 30/10/2016 (日)
台北市光復南路 102 號 14 樓，近國父紀念館捷運站 5 號出口） / 台北市光復南路 102 號,Learning,2016/10/30 09:30,【橘子學院】沒財法知識還創業 就像上戰場沒帶槍：財法入門班
台北市仁愛路一段一號) / 台北市仁愛路一段一號,Learning,2016/10/30 09:00,2016.10.30(日) 中華民國醫用雷射光電學會＠ 2016年年度會員大會暨學術研討會
台北市信義區東興路41號10樓（Livehouse.in辦公室） / 台北市信義區東興路41號,Learning,2016/11/02 19:30,GCPUG Taiwan Meetup #21
台北市信義區基隆路二段189號14樓之10 / 台北市信義區基隆路二段189號,Learning,2016/11/02 19:30,【達暉資訊】🔸November 魔法師小聚🔸 
台北市仁愛路四段101號,Learning,2016/11/30 19:40,新媒體學校講堂《逆轉騎士》特映分享會
台北市忠孝東路四段148號,Learning,2016/11/01 14:00,EB3美國移民說明會
台北市內湖區洲子街196號,Learning,2016/11/01 19:00,工作坊：為您的公司建立網站和電子信箱 11/01
臺北市中正區仁愛路一段17號,Learning,2016/11/02 19:00,英文音樂劇兒童表演班
台北市內湖區洲子街196號,Learning,2016/12/31 18:00,工作坊：為您的公司建立網站和電子信箱 11/02
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/10/19 19:00,免費講座-RWD網站製作竅門
台北市忠孝東路四段148號,Learning,2016/10/15 10:00,EB3美國移民說明會
台北市龍江路223巷16-1號,Learning,2016/10/15 14:00,微境品手作體驗
台北市龍江路223巷16-1號,Learning,2016/10/08 14:00,微境品手作體驗
台北市信義區莊敬路168號,Learning,2016/10/11 19:00,企研現金流活動：教你如何看懂理財迷思?
台北市貴陽街一段56號,Learning,2016/10/12 19:00,張善政博士-政府推動開放資料與大數據的經驗與心得
台北市大安區復興南路一段323號,Learning,2016/10/12 13:30,翻轉行銷338法則
台北市中正區林森南路33號,Learning,2016/10/13 19:00,Prestige Project II - R&D研發部門藥做什麼?
台北市復興北路99號14F (南京復興捷運站) / 台北市復興北路99號,Learning,2016/10/13 19:00,專案經理人講堂：PMP國際管理力
台北市內湖區瑞光路298號,Learning,2016/10/13 18:30,【前30名免費報名】組織健診諮詢分享會
台北市大安區忠孝東路四段107號,Learning,2016/10/08 14:00,免費講座-設計靈感技法全新進化
台北市士林區士商路189號,Learning,2016/10/15 17:00,LiK: MeetUp 2016  美術工作坊
台北市南港區研究院路 2 段 128 號,Learning,2016/10/14 09:00,JCConf Taiwan 2016
台北市松山區民生東路三段140巷11號,Learning,2016/10/14 19:00,WoFOSS 2016/ 10月第72次聚會
台北市大安區忠孝東路四段169號4F之1 / 台北市大安區忠孝東路四段169號,Learning,2016/10/14 19:00,雙手機APP設計講座
台北市民權西路20號,Learning,2016/10/17 19:00,有美家-【眼睛保健-主題生活營養】
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/10/18 19:00,免費講座-設計創業 x 做夢實現
台北市大安區羅斯福路四段1號,Learning,2016/10/15 09:30,第一屆國際夏學研討會暨毓老師紀念會
台北市內湖區洲子街196號,Learning,2016/10/18 14:00,工作坊：為您的公司建立網站和電子信箱 10/18
台北市民權西路20號,Learning,2016/10/16 14:00,有美家說書會NO.49
台北市萬華區武昌街二段122-1號,Learning,2016/10/20 19:00,Wikiwomen Taiwan「薇姬的房間」十月第20次聚會
台北市中正區貴陽街一段56號,Learning,2016/10/20 19:30,Python X 使用者體驗設計 (練功心法十堂課)
台北市內湖區瑞光路408號,Learning,2016/10/18 21:00,Cat System Workshop #13 icecream / icecc : 分散式編譯系統簡介 
台北市大安區光復南路 102 號 14F） / 台北市大安區光復南路 102 號,Learning,2016/10/19 18:30,AI 時代來了！ 開啟企業的人工智慧腦，如何打造資料分析團隊？
台北市大同區太原路97巷13號,Learning,2016/10/22 07:00,字戀小聚 Pro#33：otf 是什麼 我心好累
台北市內湖區內湖區新湖一路128巷15號,Learning,2016/10/19 14:00,廣告設計小聚系列活動-【當設計遇上科技】
臺北市中正區重慶南路一段143號,Learning,2016/10/20 19:00,2016年最新-Python讓您快速進入物聯網世界 -免費說明會
台北市菸廠路88號,Learning,2016/10/19 19:00,【富邦講堂】《好阿！大家都不要睡，藝術夜遊───用藝術重新刻度地球的晝夜》謝佩霓╳李明道
台北市南港區研究院路二段 128 號,Learning,2016/10/22 09:00,JSDC 2016 學生獎勵計畫
台北市南港區研究院路二段 128 號,Learning,2016/10/25 18:00,JSDC 2016
台北市忠孝西路一段41號,Learning,2016/10/08 14:00,麻州大學2017春季大學部/碩士班入學招生說明會
台北市松山區復興北路99號,Learning,2016/10/06 19:00,【幽默人生講座】口才輕鬆學
台北市中正區重慶南路一段143號4樓 (台北車站捷運站) / 台北市中正區重慶南路一段143號,Learning,2016/10/06 19:00,免費講座-如何2個月馬上成為物聯網新貴的重要秘訣！
台北市中正區八德路一段94號,Learning,2016/10/06 19:00,ReactNative 仰望星空工作坊 Run3
台北市信義區忠孝東路五段293號,Learning,2016/10/01 11:00,10/1 第十七次萌典松 moed17ct
台北市衡陽路116號,Learning,2016/10/06 18:30,大手拉小手開心玩瑜珈‧皇后瑜珈x柏克萊 愛奇堡智力樂園‧親子幼兒童全方位培養‧音樂故事律動統合專注平衡身心柔軟愛分享
台北市復興北路99號14F (南京東路捷運站) / 台北市復興北路99號,Learning,2016/10/04 19:20,多媒體講座：左右腦設計大革命
台北市內湖區洲子街196號,Learning,2016/10/04 14:00,工作坊：為您的公司建立網站和電子信箱 10/04
台北市內湖區洲子街196號,Learning,2016/09/30 10:30,工作坊：為您的公司建立網站和電子信箱 09/30
台北市信義區松智路1號,Learning,2016/09/29 19:00,Citizen Online: 社會運動的數位危機與轉機
台北市中山區松江路350號,Learning,2016/09/28 13:30,＂告別句點王＂ 聊天聊出好業績(台北4班)
台北市內湖區洲子街196號,Learning,2016/09/29 10:00,工作坊：為您的公司建立網站和電子信箱 09/29
台北市大安區復興南路一段283號,Learning,2016/09/30 19:30,【精準行銷】網路行銷大補帖
台北市大安區忠孝東路四段107號,Learning,2016/10/26 19:30,免費講座-打動人心！用產品設計改變全世界
台北市松山區復興北路99號,Learning,2016/10/01 09:00,敏捷專案入門課程最佳選擇─台北ScrumMaster培訓課程
台北市民權西路20號,Learning,2016/10/02 19:00,環遊世界夢之勇闖英倫
台北市敦化南路2段198號,Learning,2016/10/01 13:30,[UiGathering 201610 活動] 豈止服務
台北市中山區松江路101號,Learning,2016/09/30 19:40,創業食刻 九月場
台北市南港區經貿二路188號,Learning,2016/10/01 09:00,人如何改變（How people change）
台北市民權西路20號,Learning,2016/10/02 20:00,有美家-神奇的經絡刮痧NO.88
台北市龍江路223巷16-1號,Learning,2016/10/01 14:00,微境品手作體驗
台北市中正區館前路34號4樓 /  台北市中正區館前路34號,Learning,2016/10/09 16:30,天底下沒有難做的生意_阿里巴巴跨境電商講座
台北市南港區經貿二路188號,Learning,2016/10/08 09:00,如何幫助人改變（Instruments In the Redeemer's Hand: How to Help Others Change）
台北市松山區民權東路三段178號,Learning,2016/10/08 09:00,台北－10月份 UI 設計師入門班
台北市大安區信義路四段30巷23號,Learning,2016/09/24 14:00,【富藝旅藝術家工作坊】Make Your Own Shape
台北市羅斯福路4段85號,Learning,2016/09/18 19:00,LiK: MeetUp 美術分享會 2016  九月場
台北市中山區南京東路一段16號,Learning,2016/09/14 14:00,原來富有可以很簡單
