address,category,date,title,lng,lat
台北市中正區中山南路11號,Gathering,2016/12/17 13:00,2016 台灣鍵盤趴,121.51871499999999,25.038715
台北市敦化南路2段216號,Gathering,2016/12/17 14:00,openSUSE Leap 42.2 Release Party + Pizza time,121.547977,25.022136
台北市信義區松壽路12號,Gathering,2016/12/21 23:30,慈善喝酒聖誕晚會,121.5660665,25.03531
台北市萬華區萬大路190號,Gathering,2016/12/22 19:00,MozTW + Wikimedians.tw 聯合社群冬至火鍋 Winter Hotpot Party 2016,121.50035559999999,25.0276577
台北市長春路137巷3號,Gathering,2016/12/30 18:30,獨立遊戲開發者分享會161230,121.53164740000001,25.0554389
台北市 中山區 中山北路 2段 185號,Gathering,2016/12/23 09:30,中學自學生們！我們來去玩生存遊戲吧！,121.52272350000001,25.063845
台北市中正區延平南路12號,Gathering,2016/12/22 19:30,C.C. Agile#52 - Code Smells and Refactoring,121.51087340000002,25.0471432
台北市大安區復興南路一段293號,Gathering,2016/12/26 19:00,Raspberry Pi社群聚會 #17,121.5439646,25.035246899999997
台北市光復南路102號,Gathering,2016/12/08 19:00,Cocoaheads Taipei 2016 十一月份聚會 ,121.5574173,25.0435203
台北市大安區和平東路一段 129 號,Gathering,2016/12/04 19:30,SITCON 臺北定期聚 12/4 暨投稿者小聚,121.52931770000001,25.0271205
台北市中正區八德路一段1號,Gathering,2016/12/09 19:00,柯震東x再見瓦城粉絲絕不心碎電影包場,121.5294408,25.044149899999997
台北市台北市信義區崇德街70號,Gathering,2016/12/11 14:00,Mysbox TRPG推廣活動,121.554658,25.024151
台北市衡陽路 7 號,Gathering,2016/12/13 19:00,第 0001 回 Ruby 默默會,121.51386200000002,25.042418899999998
台北市長春路137巷3號,Gathering,2016/11/27 13:30,獨立遊戲開發者分享會161127,121.53164740000001,25.0554389
台北市大同區承德路三段232號,Gathering,2016/11/27 14:00,【好哲凳沙龍】有效利他主義教你如何聰明行善,121.51850800000001,25.072375
台北市忠孝東路三段248巷65號,Gathering,2016/11/26 23:50,DevOps Taiwan Meetup #3 - 配置管理工具大亂鬥 (CM 大亂鬥),121.5414045,25.038726699999998
台北市信義區忠孝東路五段68號,Gathering,2016/11/22 19:00,Chatbot Developers Taiwan Meetup #1,121.56689640000002,25.0405044
台北市中正區延平南路12號,Gathering,2016/11/24 19:30,C.C. Agile#51 - 翻硬幣遊戲,121.51087340000002,25.0471432
台北市信義區崇德街70號,Gathering,2016/11/26 13:00,2016台北TRPG推廣會 十一月場,121.554658,25.024151
台北市敦化南路二段216號,Gathering,2016/11/26 09:30,SEO工具實戰應用 - Google Search Console 完全剖析,121.547977,25.022136
台北市光復南路102號,Gathering,2016/11/10 19:00,Cocoaheads Taipei 2016 十一月份聚會 ,121.5574173,25.0435203
臺北市花博公園 爭豔館 / 10452 臺北市中山區玉門街1號,Gathering,2016/11/30 23:59,《BYOC身分審核》報名專區,121.52123219999999,25.0697564
台北市大安區復興南路一段293號,Gathering,2016/11/15 19:00,Raspberry Pi社群聚會 #16,121.5439646,25.035246899999997
台北市忠孝西路一段41號,Gathering,2016/10/29 13:30,拍出爆品不求人！商品拍攝特訓班,121.518464,25.046301999999997
台北市信義區崇德街70號,Gathering,2016/10/29 13:00,2016台北TRPG推廣會 十月場,121.554658,25.024151
台北市 台大集思會議中心 / 台北市羅斯福路4段85號,Gathering,2016/10/29 13:30,第一屆 NAS使用者年會 (2016/台北),121.536381,25.012971
台北市敦化南路二段218號,Gathering,2016/10/08 14:00,10/8 固定小松,121.5482726,25.021717199999998
台北市光復南路102號,Gathering,2016/10/13 19:00,Cocoaheads Taipei 2016 十月份聚會 ,121.5574173,25.0435203
台北市中正區延平南路12號,Gathering,2016/10/20 19:30,C.C. Agile#50 - 站在十字路口，今天你選哪一條？,121.51087340000002,25.0471432
台北市松德路65號,Gathering,2016/10/21 19:00,[秋季限定] 路老闆日本旅遊不私藏講座 第二場,121.576699,25.0384449
台北市敦化南路二段216號,Gathering,2016/10/06 19:00,如何寫出百萬人傳閱的文字,121.547977,25.022136
台北市中正區八德路一段 94 號,Gathering,2016/10/07 18:30,測試測試,121.5322192,25.0440747
台北市敦化南路二段218號,Gathering,2016/10/05 17:00,10/2 交接松,121.5482726,25.021717199999998
台北市中山區中山北路三段40號,Gathering,2016/10/31 18:00,105上資訊創意研究社期初大會,121.521804,25.0671544
台北市忠孝西路一段41號,Gathering,2016/09/24 13:30,拍出爆品不求人！商品拍攝特訓班,121.518464,25.046301999999997
台北市中正區濟南路一段1號,Gathering,2016/11/05 10:20,【強・制・更・新】史上第一次！沃草開放國會松,121.5198947,25.043252
台北市光復南路102號,Gathering,2016/09/08 19:15,Cocoaheads Taipei 2016 九月份聚會 ,121.5574173,25.0435203
台北市中正區延平南路12號,Gathering,2016/09/24 15:30,C.C. Agile#49 - 敏捷中的榴蓮刺,121.51087340000002,25.0471432
台北市大同區承德路三段232號,Gathering,2016/08/28 14:00,【好哲凳沙龍】故事與哲學,121.51850800000001,25.072375
台北市中山區新生北路三段52號,Gathering,2016/08/27 13:00,2016台北TRPG推廣會 八月場,121.52731809999999,25.065220800000002
台北市中正區延平南路12號,Gathering,2016/08/25 19:30,C.C. Agile#48 - 組織導入敏捷的困境、機會、挑戰與疑惑（Open Space）,121.51087340000002,25.0471432
台北市光復南路102號,Gathering,2016/08/11 19:00,Cocoaheads Taipei 2016 八月份聚會 ,121.5574173,25.0435203
台北市大同區長安西路150號,Gathering,2016/10/13 00:00,DevOps Taiwan Meetup #2 - 思維引導、持續改善，引發團隊改變新契機,121.51663400000001,25.0508862
臺北市士林區士商路189 號,Gathering,2016/08/15 10:00,兩岸 Scratch 社群交流聚會,121.51668740000001,25.096127499999998
台北市中正區八德路一段 94 號,Gathering,2016/08/19 16:30,YSITD 第二次線下聚,121.5322192,25.0440747
台北市大安區復興南路一段293號,Gathering,2016/07/27 19:00,Raspberry Pi社群聚會 #15,121.5439646,25.035246899999997
台北市中正區延平南路12號,Gathering,2016/07/21 21:00,C.C. Agile#47 - 這一夜我們談軟體開發之給我一點空間,121.51087340000002,25.0471432
台北市松山區敦化南路一段1號,Gathering,2016/07/26 13:30,2016減脂夏令營,121.549351,25.047677
台北市長春路137巷3號,Gathering,2016/08/07 09:30,獨立遊戲開發者分享會160807,121.53164740000001,25.0554389
台北市大同區承德路三段232號,Gathering,2016/07/16 15:30,要命！課本裡的那些哲學家怎麼教？——哲學家的移動城堡免費體驗課(台北場),121.51850800000001,25.072375
台北市內湖區瑞光路298號,Gathering,2016/07/07 19:00,[健康講堂] 當身體遇見潛意識,121.5747085,25.0763383
台北市中正區北平東路 30-2 號,Gathering,2016/07/09 13:30,開放資料研究專案社群座談會,121.52581229999998,25.045671399999996
台北市光復南路102號,Gathering,2016/07/14 19:00,Cocoaheads Taipei 2016 七月份聚會 ,121.5574173,25.0435203
台北市大同區承德路三段232號,Gathering,2016/07/17 14:00,【好哲凳特別場】想去法國念哲學？沙特的學妹告訴你,121.51850800000001,25.072375
台北市內湖區瑞光路408號,Gathering,2016/07/09 10:00,Cat System Workshop #7 Skymizer intelligent compiler,121.5704929,25.078087699999998
台北市忠孝東路三段 248 巷 65 號,Gathering,2016/06/21 19:30,Test Corner  #4,121.5414045,25.038726699999998
台北市大安區復興南路一段293號,Gathering,2016/06/23 19:00,Raspberry Pi社群聚會 #14,121.5439646,25.035246899999997
台北市大同區承德路三段232號,Gathering,2016/06/26 14:00,【好哲凳沙龍】哲學論文嘴砲王——一句話講完你的哲學論文,121.51850800000001,25.072375
台北市中山區新生北路三段52號,Gathering,2016/06/25 13:00,2016台北TRPG推廣會 六月場,121.52731809999999,25.065220800000002
台北市南港區研究院路二段 128 號,Gathering,2016/06/03 14:10,PyCon TW 2016 Tutorial - Creating python app with MySQL Router and MySQL Group Replication,121.6161558,25.042259
台北市信義區光復南路 133 號,Gathering,2016/05/30 19:30,【現代消費生活神殿】菊元百貨的建築空間特色,121.55935,25.043683899999998
台北市南港區研究院路二段 128 號,Gathering,2016/06/03 09:00,PyCon Taiwan 2016 Registration [Regular] / 一般票活動報名,121.6161558,25.042259
台北市長春路137巷3號,Gathering,2016/05/29 14:00,獨立遊戲開發者分享會160529,121.53164740000001,25.0554389
台北市大同區承德路三段232號,Gathering,2016/05/29 14:00,【好哲凳沙龍】女總統都上台了，女哲學家在哪裡？,121.51850800000001,25.072375
台北市大安區羅斯福路四段1號,Gathering,2016/05/29 18:30,SITCON × NTUOSC 臺北定期聚 #29,121.5338507,25.0169587
台北市南港區研究院路二段 128 號,Gathering,2016/06/03 08:20,PyCon Taiwan 2016 Registration [Discount] / 個人優惠票活動報名,121.6161558,25.042259
台北市南港區研究院路二段 128 號,Gathering,2016/06/03 09:00,PyCon Taiwan 2016 Registration [Invitation] / 邀請票活動報名,121.6161558,25.042259
台北市南港區研究院路二段 128 號,Gathering,2016/06/05 18:00,PyCon Taiwan 2016 Registration [Student] / 學生優惠票活動報名,121.6161558,25.042259
台北市南港區研究院路二段 128 號,Gathering,2016/06/03 09:00,PyCon Taiwan 2016 Registration [Speaker] / 講者票活動報名,121.6161558,25.042259
台北市文山區指南路二段64號,Gathering,2016/06/06 18:00,PyCon Taiwan 2016 PyDay,121.57612809999999,24.9873313
台北市信義區光復南路 133 號,Gathering,2016/06/13 14:00,【書沙龍：文學與音樂vol.3】寂寞音樂考,121.55935,25.043683899999998
台北市信義區光復南路 133 號,Gathering,2016/09/30 20:30,【書沙龍：設計與閱讀vol.3】愛不釋手的舊書,121.55935,25.043683899999998
台北市中正區延平南路12號,Gathering,2016/06/16 20:00,C.C. Agile#46 - Cupos圖像思考，讓溝通更有效率,121.51087340000002,25.0471432
台北市松山區復興北路15號,Gathering,2016/06/19 14:00,不思議な絵本ポケット：兩個繪本迷女生的收藏口袋,121.54423529999998,25.0489486
台北市光復南路102號,Gathering,2016/06/16 19:00,Cocoaheads Taipei 2016 六月份聚會 ,121.5574173,25.0435203
台北市信義區光復南路 133 號,Gathering,2016/05/27 19:00,【旅行與讀書】島旅的緣分,121.55935,25.043683899999998
台北市中山區伊通街66巷17號,Gathering,2016/05/22 20:00,路老闆日本旅遊不私藏講座,121.53391189999999,25.0526674
台北市內湖區瑞光路408號,Gathering,2016/05/24 19:30,Cat System Workshop #6 Parallelize deep learning on GPUs,121.5704929,25.078087699999998
台北市中正區延平南路12號,Gathering,2016/05/28 18:00,C.C. Agile#45 - 用模式語言解決設計問題,121.51087340000002,25.0471432
台北市中正區八德路一段 94 號,Gathering,2016/05/07 14:00,Ubuntu 16.04 Release Party @ Taipei,121.5322192,25.0440747
台北市內湖區瑞光路408號,Gathering,2016/05/10 21:00,Cat System Workshop_No.5,121.5704929,25.078087699999998
台北市光復南路102號,Gathering,2016/05/12 19:30,Cocoaheads Taipei 2016 五月份聚會 ,121.5574173,25.0435203
台北市大安區羅斯福路四段1號,Gathering,2016/05/15 18:30,SITCON × NTUOSC 臺北定期聚 #28,121.5338507,25.0169587
臺北市羅斯福路4段52巷2號,Gathering,2016/05/20 18:00,第一期-五子棋棋會(台北)-105/5/20,121.5327773,25.0159358
台北市內湖區瑞光路408號,Gathering,2016/04/26 21:00,Cat System Workshop_No.4 ,121.5704929,25.078087699999998
台北市大同區承德路三段232號,Gathering,2016/04/24 14:00,【好哲凳沙龍】高中生讀什麼經典？,121.51850800000001,25.072375
台北市中山區新生北路三段52號,Gathering,2016/04/23 13:00,2016台北TRPG推廣會 四月場,121.52731809999999,25.065220800000002
台北市中正區延平南路12號,Gathering,2016/05/24 23:50,C.C. Agile#44 - 653天的新創心路歷程 - 為何完美的團隊也會失敗？,121.51087340000002,25.0471432
台北市松山區民生東路三段140巷11號,Gathering,2016/04/22 19:00,WoFOSS 2016/4月第68次聚會,121.5467783,25.0561486
台北市內湖區瑞光路408號,Gathering,2016/04/27 16:00,Cat System Workshop_No.3,121.5704929,25.078087699999998
台北市光復南路102號,Gathering,2016/04/14 19:00,Cocoaheads Taipei 2016 四月份聚會 ,121.5574173,25.0435203
台北市松山區八德路四段123號,Gathering,2016/04/19 19:30,AWS User Group in Taiwan Meetup #10,121.5617386,25.0488505
台北市中正區市民大道三段2號,Gathering,2016/04/09 18:00,《群眾映像管》紀錄片系列活動,121.53112730000001,25.0454815
台北市中正區八德路一段94號,Gathering,2016/04/09 18:30,SITCON 夏令營 2016 討論聚 #1,121.5322192,25.0440747
台北市松山區敦化南路一段1號,Gathering,2016/03/28 15:40,讓我們一起在夏日穿回自信,121.549351,25.047677
台北市信義區信義路五段 106 號,Gathering,2016/04/07 19:20,Test Corner  三秋聚會,121.5668311,25.0327429
臺北市大安區基隆路 4 段 43 號,Gathering,2016/04/07 19:00,台科程式社－第二次社聚,121.5411187,25.0132497
台北市內湖區瑞光路408號,Gathering,2016/04/25 18:00,Cat System Workshop_No.2,121.5704929,25.078087699999998
台北市長春路137巷3號,Gathering,2016/03/06 21:00,獨立遊戲開發者分享會160306,121.53164740000001,25.0554389
台北市內湖區瑞光路408號,Gathering,2016/03/08 21:00,Cat System Workshop_首場聚會,121.5704929,25.078087699999998
台北市光復南路102號,Gathering,2016/03/10 19:00,Cocoaheads Taipei 2016 三月份聚會 ,121.5574173,25.0435203
台北市中正區延平南路12號,Gathering,2016/03/10 19:30,C.C. Agile#43 - 重構三兩事 / Teddy Chen,121.51087340000002,25.0471432
台北市大安區羅斯福路四段1號,Gathering,2016/03/05 18:30,SITCON × NTUOSC 臺北定期聚 #26,121.5338507,25.0169587
台北市長安東路一段61-1號,Gathering,2016/03/15 18:30,【魔法商務交流會】Magic Business Conference,121.52707690000001,25.0487212
台北市大安區建國南路一段 177 號,Gathering,2016/03/20 16:00,行動多媒體影音資料 商業應用黑客松,121.53799199999999,25.040655899999997
台北市大安區羅斯福路四段1號,Gathering,2016/03/23 19:00,SITCON × NTUOSC 臺北定期聚 #27,121.5338507,25.0169587
臺北市大安區基隆路 4 段 43 號,Gathering,2016/03/21 18:30,台科程式社三月社聚,121.5411187,25.0132497
台北市內湖區洲子街79-1號,Gathering,2016/03/23 19:00,咖啡饗宴你的味蕾,121.57131480000001,25.0803057
台北市八德路一段1號,Gathering,2016/02/13 13:00,2/14 SNAP! 帥氣 POLAROID 拍立得 限定閃照《黑生起司 POP UP@華山1914》,121.5294408,25.044149899999997
台北市光復南路102號,Gathering,2016/02/18 19:30,Cocoaheads Taipei 2016 二月份聚會 ,121.5574173,25.0435203
台北市中正區延平南路12號,Gathering,2016/02/18 21:00,C.C. Agile#42 - 在設計、數據、使用者中找對問題 / Hans Shih,121.51087340000002,25.0471432
